node,community
Suspect:S02764,2
Phone:9291549270,5
Vehicle:TN72AB8853,5
Bank:AC62963261,5
Suspect:S02379,4
Phone:9959197951,4
Vehicle:DL32AB9577,4
Bank:AC86379051,4
Suspect:S03282,3
Suspect:S01467,14
Suspect:S00821,2
Phone:9178314265,2
Vehicle:TN75AB7637,2
Bank:AC89193333,2
Phone:8883583189,1
Vehicle:KL37AB1716,1
Bank:AC52161262,1
Suspect:S02353,3
Suspect:S03896,10
Phone:7400091748,10
Vehicle:KA01AB4272,10
Bank:AC70232661,10
Suspect:S04706,7
Phone:8725215636,2
Vehicle:TN80AB7735,2
Bank:AC41287760,2
Suspect:S03630,4
Phone:7998185368,13
Vehicle:KL14AB6842,13
Bank:AC53401695,13
Suspect:S03603,6
Suspect:S04652,3
Suspect:S04577,5
Suspect:S01275,4
Phone:9985161683,2
Vehicle:DL14AB3764,2
Bank:AC18685284,2
Phone:8292304779,1
Vehicle:TN97AB4857,1
Bank:AC49919426,1
Suspect:S02232,1
Phone:8816534344,1
Vehicle:KL55AB5143,1
Bank:AC50563223,1
Phone:9453906177,3
Vehicle:KA58AB1307,3
Bank:AC76800348,3
Suspect:S03719,2
Suspect:S01808,16
Phone:8861746627,3
Vehicle:MH55AB5451,3
Bank:AC52781724,3
Suspect:S04747,1
Phone:9415643663,3
Vehicle:TN71AB8492,3
Bank:AC51203973,3
Suspect:S03763,8
Phone:7423701678,19
Vehicle:MH24AB4630,19
Bank:AC52991351,19
Suspect:S01786,6
Phone:8609627883,3
Vehicle:KL75AB1560,3
Bank:AC61677853,3
Phone:8424196985,1
Vehicle:MH14AB1172,1
Bank:AC23234748,1
Suspect:S01233,2
Suspect:S02870,3
Phone:8746040917,3
Vehicle:KL31AB9540,3
Bank:AC48604733,3
Suspect:S03668,2
Phone:7988605176,4
Vehicle:DL06AB8622,4
Bank:AC78754653,4
Phone:7955380139,1
Vehicle:TN42AB3567,1
Bank:AC78056464,1
Phone:9495507871,3
Vehicle:DL88AB4314,3
Bank:AC28536762,3
Phone:7579265528,0
Vehicle:MH72AB4245,0
Bank:AC75479608,0
Phone:9722457044,0
Vehicle:MH36AB6582,0
Bank:AC87473129,0
Phone:9933512901,5
Vehicle:KA46AB5074,5
Bank:AC47128982,5
Suspect:S02058,1
Phone:8969140580,0
Vehicle:MH98AB3575,0
Bank:AC54852112,0
Suspect:S01068,4
Phone:7469449533,4
Vehicle:DL94AB9666,4
Bank:AC21766833,4
Phone:7504890477,0
Vehicle:KL26AB1057,0
Bank:AC93558632,0
Suspect:S02047,8
Suspect:S00655,4
Phone:8997408731,4
Vehicle:KA29AB5400,4
Bank:AC85731895,4
Phone:7365245897,6
Vehicle:DL19AB9847,6
Bank:AC73992105,6
Phone:8182894728,2
Vehicle:MH19AB7581,2
Bank:AC15205303,2
Suspect:S02238,8
Suspect:S02569,14
Suspect:S02331,6
Suspect:S03927,1
Suspect:S04759,1
Suspect:S04901,1
Phone:9638188618,2
Vehicle:KL62AB4781,2
Bank:AC84830195,2
Phone:7623071990,4
Vehicle:DL20AB9125,4
Bank:AC65424925,4
Suspect:S04869,3
Phone:7220757740,3
Vehicle:MH77AB8099,3
Bank:AC98837319,3
Phone:7094345687,13
Vehicle:KL26AB5155,13
Bank:AC64799954,13
Suspect:S02586,13
Suspect:S01544,4
Suspect:S01652,8
Phone:7761225433,8
Vehicle:KA16AB9759,8
Bank:AC62458932,8
Phone:8796717941,7
Vehicle:KL53AB3391,7
Bank:AC13861862,7
Phone:9906332061,7
Vehicle:KA67AB6281,7
Bank:AC92557389,7
Phone:8118435301,8
Vehicle:TN41AB1723,8
Bank:AC27162621,8
Phone:9091054466,3
Vehicle:MH78AB1108,3
Bank:AC77355419,3
Suspect:S04685,4
Phone:7131150191,8
Vehicle:TN70AB7537,8
Bank:AC44901404,8
Phone:7645908204,1
Vehicle:TN44AB5224,1
Bank:AC36523174,1
Suspect:S03764,19
Phone:8503273201,19
Vehicle:TN61AB7506,19
Bank:AC22299448,19
Suspect:S02717,23
Phone:9115081131,4
Vehicle:MH70AB2018,4
Bank:AC80421269,4
Phone:7442597118,5
Vehicle:TN94AB6940,5
Bank:AC42385743,5
Suspect:S04162,8
Phone:9697747761,5
Vehicle:MH86AB1420,5
Bank:AC38996335,5
Phone:7994167107,0
Vehicle:DL53AB7102,0
Bank:AC71533194,0
Suspect:S03908,8
Phone:7029582285,14
Vehicle:TN01AB3298,14
Bank:AC66487529,14
Phone:8451521111,4
Vehicle:KL70AB2931,4
Bank:AC48931830,4
Phone:8174108444,2
Vehicle:KA57AB1708,2
Bank:AC21139313,2
Suspect:S02010,21
Phone:9326924276,5
Vehicle:KL37AB3359,5
Bank:AC34517408,5
Phone:7622712398,7
Vehicle:KA43AB6798,7
Bank:AC52325110,7
Suspect:S04322,0
Phone:8427799501,14
Vehicle:KL81AB2370,14
Bank:AC22802899,14
Suspect:S04928,6
Suspect:S03186,24
Phone:9114736774,24
Vehicle:MH55AB8133,24
Bank:AC16222119,24
Suspect:S03337,4
Suspect:S01372,9
Phone:9531801378,9
Vehicle:TN63AB9740,9
Bank:AC60292051,9
Suspect:S04830,24
Phone:7843786321,24
Vehicle:DL99AB5879,24
Bank:AC69327130,24
Suspect:S04882,7
Phone:9359020198,8
Vehicle:KL52AB6877,8
Bank:AC83081609,8
Suspect:S03012,6
Phone:9518913862,7
Vehicle:KL42AB1277,7
Bank:AC26631582,7
Suspect:S04300,0
Suspect:S01908,7
Phone:7295111879,3
Vehicle:DL76AB8738,3
Bank:AC49742688,3
Phone:8308050094,7
Vehicle:KA60AB3727,7
Bank:AC66701914,7
Phone:8041370923,5
Vehicle:MH21AB7865,5
Bank:AC62479086,5
Phone:7399699943,0
Vehicle:KL53AB5563,0
Bank:AC74874074,0
Phone:7849331223,2
Vehicle:MH17AB2506,2
Bank:AC54499873,2
Phone:9005937631,1
Vehicle:MH56AB9399,1
Bank:AC63679326,1
Phone:8482828724,6
Vehicle:TN88AB3534,6
Bank:AC90492828,6
Phone:8391630223,7
Vehicle:DL97AB1645,7
Bank:AC78680335,7
Phone:9926356883,7
Vehicle:KA57AB1536,7
Bank:AC57979670,7
Suspect:S03838,8
Suspect:S02936,1
Phone:7357573520,1
Vehicle:KA87AB7968,1
Bank:AC29225877,1
Phone:8530035022,17
Vehicle:DL91AB7416,17
Bank:AC35543591,17
Suspect:S01490,2
Suspect:S01434,3
Phone:7341962968,4
Vehicle:MH35AB7778,4
Bank:AC79386752,4
Suspect:S01812,8
Suspect:S03477,4
Phone:8958261282,8
Vehicle:KA26AB8427,8
Bank:AC48220213,8
Suspect:S03221,3
Suspect:S00707,1
Phone:7020244331,1
Vehicle:MH36AB4430,1
Bank:AC32629881,1
Suspect:S02693,14
Phone:7508697928,14
Vehicle:DL80AB7712,14
Bank:AC31244038,14
Phone:8664260498,0
Vehicle:KL68AB9151,0
Bank:AC84016756,0
Suspect:S01748,8
Phone:9777328565,14
Vehicle:MH25AB5422,14
Bank:AC24549320,14
Suspect:S00960,4
Suspect:S04471,7
Suspect:S03954,15
Phone:7169246232,2
Vehicle:DL64AB4402,2
Bank:AC74513622,2
Phone:7908459040,7
Vehicle:KL24AB3578,7
Bank:AC58616740,7
Phone:8736540233,8
Vehicle:DL90AB7076,8
Bank:AC31374704,8
Phone:7337101561,4
Vehicle:MH79AB1108,4
Bank:AC82675403,4
Phone:9504067741,2
Vehicle:DL25AB6622,2
Bank:AC39845082,2
Phone:7469718772,8
Vehicle:KL36AB2835,8
Bank:AC29858055,8
Suspect:S02145,0
Suspect:S04197,1
Phone:9736745487,1
Vehicle:MH33AB6837,1
Bank:AC31961637,1
Suspect:S03903,5
Phone:7061607195,4
Vehicle:TN12AB4847,4
Bank:AC71101892,4
Suspect:S03239,7
Phone:7943866804,0
Vehicle:TN94AB3073,0
Bank:AC45915393,0
Suspect:S03370,5
Phone:9400647872,0
Vehicle:MH30AB1774,0
Bank:AC48455675,0
Phone:8675009496,4
Vehicle:KL67AB9860,4
Bank:AC48108152,4
Phone:9778416511,0
Vehicle:KL37AB6848,0
Bank:AC16416148,0
Phone:7719838233,6
Vehicle:MH52AB8802,6
Bank:AC50448811,6
Suspect:S04671,8
Suspect:S04353,1
Phone:8682725757,1
Vehicle:KL72AB3605,1
Bank:AC33167793,1
Suspect:S04449,1
Phone:7232754595,22
Vehicle:TN51AB6472,22
Bank:AC91020593,22
Phone:9182209517,3
Vehicle:DL56AB6391,3
Bank:AC39263489,3
Suspect:S01310,8
Phone:8690591366,0
Vehicle:KL40AB9446,0
Bank:AC14755216,0
Suspect:S03708,7
Phone:7799541256,8
Vehicle:MH46AB1145,8
Bank:AC23601326,8
Phone:8167514229,3
Vehicle:MH89AB8835,3
Bank:AC66604960,3
Phone:8603333719,4
Vehicle:DL22AB5016,4
Bank:AC82146810,4
Suspect:S02615,5
Suspect:S03325,4
Phone:7642304025,8
Vehicle:MH02AB3893,8
Bank:AC66575546,8
Suspect:S02689,2
Suspect:S02561,8
Phone:7723513037,8
Vehicle:MH98AB5769,8
Bank:AC40149786,8
Phone:7746196273,2
Vehicle:KL26AB1944,2
Bank:AC43486016,2
Phone:8128728962,16
Vehicle:DL93AB1060,16
Bank:AC70473000,16
Suspect:S02298,8
Phone:9618824611,4
Vehicle:KA18AB1949,4
Bank:AC20234362,4
Suspect:S04669,1
Phone:7317356176,4
Vehicle:DL93AB7805,4
Bank:AC12705048,4
Phone:9653158137,1
Vehicle:MH59AB7302,1
Bank:AC98460225,1
Suspect:S04743,7
Suspect:S02112,3
Phone:7039170363,3
Vehicle:KL46AB9202,3
Bank:AC77539115,3
Suspect:S04727,4
Phone:7649101302,6
Vehicle:TN11AB6632,6
Bank:AC82672055,6
Suspect:S04551,6
Phone:8877357553,2
Vehicle:MH32AB3675,2
Bank:AC96703417,2
Phone:7933167221,8
Vehicle:DL84AB4049,8
Bank:AC13928091,8
Suspect:S02171,0
Phone:8820357559,0
Vehicle:DL93AB9501,0
Bank:AC44910126,0
Suspect:S02181,7
Suspect:S03948,7
Phone:9161089991,7
Vehicle:TN46AB7864,7
Bank:AC87786608,7
Suspect:S01745,8
Suspect:S01427,8
Phone:9547242254,8
Vehicle:TN21AB9391,8
Bank:AC32331780,8
Phone:9217665352,14
Vehicle:TN86AB7605,14
Bank:AC65885406,14
Phone:9327059074,5
Vehicle:DL19AB5592,5
Bank:AC22334885,5
Suspect:S02776,1
Phone:7613233132,2
Vehicle:DL87AB8179,2
Bank:AC14670638,2
Phone:8489783227,1
Vehicle:MH86AB1440,1
Bank:AC39755270,1
Phone:9494927673,7
Vehicle:MH81AB7342,7
Bank:AC45096899,7
Suspect:S04346,6
Phone:8537462746,6
Vehicle:DL08AB3718,6
Bank:AC55673394,6
Phone:7607014143,4
Vehicle:MH14AB9893,4
Bank:AC97541827,4
Suspect:S04062,3
Phone:8395501310,2
Vehicle:DL17AB4463,2
Bank:AC16534020,2
Phone:8494324956,3
Vehicle:KA59AB3826,3
Bank:AC49922369,3
Suspect:S01238,4
Suspect:S02767,19
Phone:9250639787,10
Vehicle:KL44AB3480,10
Bank:AC66462292,10
Suspect:S01282,10
Suspect:S00672,2
Phone:9822666417,1
Vehicle:TN48AB2511,1
Bank:AC81085877,1
Phone:8789949373,6
Vehicle:TN65AB6016,6
Bank:AC90563516,6
Phone:7566590088,0
Vehicle:TN41AB9690,0
Bank:AC68106835,0
Phone:8021822983,5
Vehicle:TN56AB4457,5
Bank:AC92310089,5
Suspect:S02625,7
Suspect:S04504,11
Phone:7370058639,11
Vehicle:DL98AB3938,11
Bank:AC16038255,11
Suspect:S02376,4
Suspect:S02932,1
Phone:7583704324,1
Vehicle:TN37AB8549,1
Bank:AC80986823,1
Suspect:S02850,7
Suspect:S01916,12
Suspect:S04959,10
Phone:9333477453,3
Vehicle:MH26AB1157,3
Bank:AC48284400,3
Phone:8505462528,2
Vehicle:DL95AB2600,2
Bank:AC67108220,2
Phone:9110742781,5
Vehicle:MH18AB3683,5
Bank:AC35938895,5
Phone:7483312111,8
Vehicle:MH55AB6984,8
Bank:AC56749089,8
Suspect:S01600,5
Phone:8379831839,7
Vehicle:MH30AB8549,7
Bank:AC58614170,7
Phone:8897037643,1
Vehicle:KL34AB2243,1
Bank:AC58196637,1
Suspect:S02107,1
Suspect:S00922,7
Phone:8371450817,8
Vehicle:MH55AB8885,8
Bank:AC65558669,8
Phone:8043069385,17
Vehicle:KA27AB6411,17
Bank:AC96799390,17
Suspect:S03204,2
Suspect:S03126,7
Phone:7755006725,2
Vehicle:TN51AB9116,2
Bank:AC35006323,2
Suspect:S01752,4
Phone:7232457812,4
Vehicle:KA59AB3681,4
Bank:AC87464756,4
Phone:7282233394,7
Vehicle:KA24AB6239,7
Bank:AC72158202,7
Phone:7235414339,4
Vehicle:DL87AB6963,4
Bank:AC16920612,4
Phone:7880961430,1
Vehicle:KL77AB2783,1
Bank:AC71741428,1
Suspect:S04573,5
Phone:8940739629,5
Vehicle:DL65AB8501,5
Bank:AC14804924,5
Phone:7879147257,4
Vehicle:MH17AB7812,4
Bank:AC16891577,4
Suspect:S01574,2
Suspect:S01955,10
Phone:8969925677,10
Vehicle:KL64AB6184,10
Bank:AC25248056,10
Suspect:S01040,3
Phone:8740826244,7
Vehicle:MH31AB5693,7
Bank:AC42646566,7
Phone:7327662810,0
Vehicle:DL43AB2939,0
Bank:AC58384619,0
Suspect:S02281,4
Suspect:S03091,22
Phone:7068180945,2
Vehicle:KL83AB1033,2
Bank:AC91709974,2
Phone:7279384728,5
Vehicle:KL34AB4734,5
Bank:AC80206603,5
Suspect:S03822,1
Phone:8777891001,1
Vehicle:MH32AB5891,1
Bank:AC54346554,1
Suspect:S03596,0
Suspect:S02166,8
Phone:8784703563,3
Vehicle:TN41AB8593,3
Bank:AC21438741,3
Suspect:S02635,3
Suspect:S03996,7
Phone:7392579674,7
Vehicle:TN92AB8738,7
Bank:AC41786590,7
Phone:9537338390,7
Vehicle:MH75AB5713,7
Bank:AC46152919,7
Phone:7825699489,2
Vehicle:KL51AB9034,2
Bank:AC24433569,2
Suspect:S01899,8
Phone:7964594683,8
Vehicle:TN96AB3257,8
Bank:AC25735123,8
Phone:8397729435,3
Vehicle:KL80AB2478,3
Bank:AC78575617,3
Suspect:S04974,4
Phone:8450338101,2
Vehicle:DL21AB7296,2
Bank:AC79457789,2
Phone:7181069443,8
Vehicle:KL08AB9523,8
Bank:AC37270654,8
Phone:9397397574,8
Vehicle:KL43AB7183,8
Bank:AC57518791,8
Suspect:S03658,20
Suspect:S02913,0
Suspect:S03689,8
Suspect:S02475,7
Phone:8864641039,6
Vehicle:KA12AB7265,6
Bank:AC86895118,6
Suspect:S01804,13
Suspect:S03920,3
Suspect:S00436,2
Phone:9415429277,2
Vehicle:MH54AB9683,2
Bank:AC27997624,2
Phone:7641259710,2
Vehicle:KA04AB6556,2
Bank:AC60363964,2
Phone:7775946689,7
Vehicle:DL89AB3948,7
Bank:AC10714575,7
Phone:9550545145,2
Vehicle:MH98AB6146,2
Bank:AC24461271,2
Suspect:S04237,4
Suspect:S03602,8
Suspect:S01247,0
Suspect:S03521,14
Phone:9983783017,14
Vehicle:KL65AB6313,14
Bank:AC43986317,14
Phone:8638464750,1
Vehicle:KA44AB6118,1
Bank:AC65609016,1
Phone:8909446514,8
Vehicle:TN29AB1324,8
Bank:AC47733231,8
Suspect:S04034,7
Suspect:S03666,4
Suspect:S02599,7
Suspect:S02381,8
Suspect:S04438,0
Suspect:S03475,3
Suspect:S03403,3
Suspect:S01536,8
Suspect:S03563,8
Suspect:S02905,19
Phone:8546998451,13
Vehicle:TN12AB5903,13
Bank:AC53328415,13
Suspect:S02975,1
Phone:7390789157,21
Vehicle:MH44AB9728,21
Bank:AC79390240,21
Phone:8767747693,8
Vehicle:KA21AB4641,8
Bank:AC56230062,8
Phone:9980901341,9
Vehicle:TN69AB8513,9
Bank:AC54430783,9
Phone:8310355481,8
Vehicle:MH61AB3953,8
Bank:AC60442729,8
Suspect:S03914,4
Phone:8328450056,4
Vehicle:KA97AB3188,4
Bank:AC10128848,4
Phone:9508213290,18
Vehicle:KL21AB2640,18
Bank:AC43266810,18
Suspect:S01964,4
Suspect:S03891,6
Phone:8130634002,23
Vehicle:DL67AB7445,23
Bank:AC89365865,23
Phone:8220578611,19
Vehicle:MH31AB4776,19
Bank:AC39586634,19
Phone:9827544495,2
Vehicle:TN94AB7305,2
Bank:AC49441620,2
Phone:9929734290,13
Vehicle:MH41AB6244,13
Bank:AC36595298,13
Suspect:S04604,17
Suspect:S03159,6
Suspect:S01469,8
Phone:9679095678,2
Vehicle:MH99AB7158,2
Bank:AC98150338,2
Phone:9758400812,19
Vehicle:MH55AB7493,19
Bank:AC75277802,19
Suspect:S04511,19
Suspect:S03009,7
Suspect:S04906,6
Suspect:S04704,7
Phone:8952842563,7
Vehicle:DL17AB4595,7
Bank:AC74565120,7
Phone:7368834012,18
Vehicle:KA25AB8025,18
Bank:AC66061116,18
Suspect:S01444,21
Suspect:S04088,1
Suspect:S04641,7
Phone:7467179406,2
Vehicle:MH81AB8950,2
Bank:AC66971876,2
Phone:7489956707,7
Vehicle:TN74AB5026,7
Bank:AC91839877,7
Suspect:S04585,0
Suspect:S04534,8
Phone:7955019735,8
Vehicle:TN12AB4271,8
Bank:AC29496391,8
Phone:8035438246,0
Vehicle:MH82AB2163,0
Bank:AC80905413,0
Suspect:S03749,21
Phone:9227810934,1
Vehicle:DL51AB1643,1
Bank:AC84853354,1
Phone:7654559069,0
Vehicle:DL81AB9151,0
Bank:AC23073617,0
Phone:9829016989,1
Vehicle:KA40AB7794,1
Bank:AC42420888,1
Phone:8482391848,1
Vehicle:MH62AB3509,1
Bank:AC70964805,1
Phone:8211672712,3
Vehicle:KA17AB8183,3
Bank:AC11101134,3
Phone:8112153878,5
Vehicle:DL60AB2664,5
Bank:AC73926166,5
Phone:8568937696,2
Vehicle:DL84AB2275,2
Bank:AC79345320,2
Phone:8993803105,3
Vehicle:DL51AB3029,3
Bank:AC14102122,3
Suspect:S02972,4
Suspect:S04148,0
Phone:8867430033,1
Vehicle:KL41AB2025,1
Bank:AC52072014,1
Phone:7533891998,6
Vehicle:KA73AB6259,6
Bank:AC45502943,6
Phone:8995783013,4
Vehicle:TN99AB6216,4
Bank:AC36193780,4
Suspect:S04994,0
Suspect:S00296,2
Phone:8610237679,2
Vehicle:KL04AB6221,2
Bank:AC23298711,2
Phone:9292552515,7
Vehicle:KA92AB5173,7
Bank:AC78066270,7
Suspect:S04580,6
Phone:7741418688,3
Vehicle:KL44AB7515,3
Bank:AC71887143,3
Phone:8452804067,3
Vehicle:KL94AB9986,3
Bank:AC63806106,3
Suspect:S04144,5
Phone:7053389910,8
Vehicle:DL34AB5638,8
Bank:AC22502848,8
Suspect:S04787,8
Phone:9265422548,0
Vehicle:MH21AB4271,0
Bank:AC91156554,0
Phone:8378170698,8
Vehicle:KL25AB5695,8
Bank:AC47131272,8
Suspect:S04145,3
Suspect:S03971,23
Phone:8416823878,23
Vehicle:MH40AB9861,23
Bank:AC83962723,23
Suspect:S04984,4
Phone:9311875336,4
Vehicle:DL17AB2583,4
Bank:AC78109300,4
Suspect:S02050,5
Suspect:S02845,4
Phone:9174711824,4
Vehicle:KL55AB8429,4
Bank:AC66404731,4
Phone:7639875354,5
Vehicle:KA12AB7711,5
Bank:AC61973818,5
Phone:7769599093,7
Vehicle:MH34AB8753,7
Bank:AC44363268,7
Phone:7599793329,3
Vehicle:DL36AB8077,3
Bank:AC38299831,3
Suspect:S04248,10
Suspect:S01604,3
Phone:7152721525,6
Vehicle:KL62AB3545,6
Bank:AC94181424,6
Suspect:S04927,6
Phone:8945510312,8
Vehicle:DL38AB7389,8
Bank:AC92620697,8
Phone:8014419291,24
Vehicle:KA53AB8018,24
Bank:AC14464913,24
Suspect:S03349,8
Phone:8987163434,13
Vehicle:MH87AB4381,13
Bank:AC67252780,13
Suspect:S04950,4
Phone:7171055058,24
Vehicle:TN51AB9300,24
Bank:AC48451741,24
Suspect:S02875,24
Suspect:S04442,8
Phone:7440849718,0
Vehicle:MH53AB1587,0
Bank:AC84776858,0
Phone:8931323116,1
Vehicle:KL88AB9037,1
Bank:AC92222921,1
Suspect:S01770,13
Phone:7885750682,13
Vehicle:KL12AB5206,13
Bank:AC14698329,13
Phone:9740533996,0
Vehicle:KA32AB6112,0
Bank:AC82085863,0
Phone:8303171900,0
Vehicle:KL03AB1906,0
Bank:AC13537149,0
Phone:9844615148,4
Vehicle:DL56AB5108,4
Bank:AC78096871,4
Suspect:S04240,4
Phone:9162040254,4
Vehicle:TN29AB1386,4
Bank:AC11371557,4
Suspect:S04583,8
Suspect:S04872,0
Phone:7033922944,3
Vehicle:KL54AB8790,3
Bank:AC54924348,3
Suspect:S01845,7
Suspect:S03436,4
Suspect:S03901,1
Phone:7285045092,17
Vehicle:KA54AB9973,17
Bank:AC53858104,17
Phone:8898625259,2
Vehicle:TN82AB9566,2
Bank:AC96035199,2
Phone:9764527024,6
Vehicle:DL01AB8565,6
Bank:AC48166934,6
Suspect:S02239,21
Phone:8288922118,21
Vehicle:KL38AB8947,21
Bank:AC75796479,21
Phone:9331323230,1
Vehicle:DL91AB5520,1
Bank:AC79873267,1
Suspect:S03647,24
Phone:7403556437,0
Vehicle:DL86AB4415,0
Bank:AC73461570,0
Phone:9292790433,7
Vehicle:KA15AB3342,7
Bank:AC17279515,7
Phone:9331745069,8
Vehicle:KA56AB5504,8
Bank:AC17694709,8
Phone:9445907524,8
Vehicle:TN65AB8861,8
Bank:AC12618007,8
Suspect:S01237,0
Phone:7049772921,3
Vehicle:MH84AB7581,3
Bank:AC66701227,3
Phone:8478999069,2
Vehicle:MH95AB3262,2
Bank:AC98487446,2
Suspect:S02688,3
Suspect:S04657,5
Phone:7827385357,20
Vehicle:KA37AB7982,20
Bank:AC88446018,20
Suspect:S01944,10
Phone:9341106022,10
Vehicle:KL61AB3384,10
Bank:AC95928388,10
Phone:7530924113,2
Vehicle:MH15AB9515,2
Bank:AC28241849,2
Phone:7257949939,1
Vehicle:KA34AB3915,1
Bank:AC69132953,1
Suspect:S02449,5
Suspect:S04466,20
Suspect:S01453,8
Phone:9707589823,8
Vehicle:MH54AB9121,8
Bank:AC87666600,8
Phone:9942753879,1
Vehicle:KA60AB6803,1
Bank:AC67400784,1
Phone:7635140305,0
Vehicle:TN88AB6806,0
Bank:AC18779551,0
Suspect:S04526,8
Suspect:S01259,7
Suspect:S03676,8
Suspect:S00319,2
Phone:7343893360,2
Vehicle:KA85AB5843,2
Bank:AC51137177,2
Suspect:S04468,7
Suspect:S03678,4
Phone:7847378806,4
Vehicle:KA11AB1605,4
Bank:AC82133102,4
Phone:8188330817,6
Vehicle:KA18AB6432,6
Bank:AC74418331,6
Phone:8009007429,11
Vehicle:DL34AB8194,11
Bank:AC98336648,11
Phone:7784482038,16
Vehicle:KL44AB4803,16
Bank:AC14158097,16
Phone:9876090795,5
Vehicle:MH71AB2113,5
Bank:AC15386160,5
Suspect:S03677,7
Phone:9435966403,5
Vehicle:KA08AB7150,5
Bank:AC45462260,5
Suspect:S04211,5
Suspect:S01145,8
Suspect:S04679,0
Phone:8755750001,6
Vehicle:MH81AB2789,6
Bank:AC95420677,6
Suspect:S04981,1
Phone:9185429801,8
Vehicle:KA64AB7630,8
Bank:AC16883566,8
Phone:7391283036,4
Vehicle:KA83AB8476,4
Bank:AC56544270,4
Suspect:S04847,5
Phone:8078231801,5
Vehicle:DL12AB2699,5
Bank:AC63748388,5
Phone:9230272804,4
Vehicle:KA11AB7955,4
Bank:AC20593403,4
Phone:9427650861,17
Vehicle:MH44AB2840,17
Bank:AC74287772,17
Suspect:S04289,8
Phone:8153789802,8
Vehicle:MH10AB1992,8
Bank:AC66680533,8
Phone:7012309827,7
Vehicle:KL03AB6937,7
Bank:AC84943752,7
Suspect:S03626,4
Phone:9377456946,19
Vehicle:KA72AB1770,19
Bank:AC56024631,19
Suspect:S04105,8
Phone:9283792913,5
Vehicle:KL69AB6924,5
Bank:AC18852650,5
Phone:7089450635,7
Vehicle:KL34AB2261,7
Bank:AC32914336,7
Phone:9768624284,16
Vehicle:TN32AB5668,16
Bank:AC13600310,16
Phone:7588965831,2
Vehicle:MH97AB3181,2
Bank:AC96110892,2
Suspect:S03464,10
Suspect:S04983,7
Suspect:S04879,12
Suspect:S01090,4
Phone:9248964968,4
Vehicle:KA42AB3347,4
Bank:AC23187101,4
Phone:9756883801,8
Vehicle:MH37AB3344,8
Bank:AC13314453,8
Phone:9444820231,13
Vehicle:MH59AB8580,13
Bank:AC87327229,13
Suspect:S02817,4
Suspect:S03433,7
Phone:8567193396,14
Vehicle:TN28AB1483,14
Bank:AC53961638,14
Suspect:S04042,5
Phone:8900454337,0
Vehicle:KA09AB8158,0
Bank:AC93180597,0
Suspect:S03840,7
Phone:8631947122,0
Vehicle:TN63AB2422,0
Bank:AC73736212,0
Suspect:S02095,0
Phone:8248018371,0
Vehicle:DL62AB6428,0
Bank:AC18169131,0
Phone:7762184337,6
Vehicle:KA08AB1359,6
Bank:AC29825571,6
Suspect:S04114,2
Suspect:S03731,2
Phone:7773877359,0
Vehicle:DL12AB3622,0
Bank:AC86851987,0
Phone:7489483401,0
Vehicle:MH59AB2251,0
Bank:AC25645176,0
Suspect:S01207,4
Suspect:S01550,7
Phone:8006674160,7
Vehicle:MH28AB6013,7
Bank:AC67045601,7
Phone:8764635577,7
Vehicle:MH21AB2814,7
Bank:AC27332564,7
Phone:8780248603,0
Vehicle:KA24AB7447,0
Bank:AC60643036,0
Suspect:S00954,5
Phone:9303619991,5
Vehicle:TN17AB8992,5
Bank:AC41229060,5
Phone:8928302974,11
Vehicle:MH30AB3052,11
Bank:AC82157584,11
Suspect:S01822,2
Suspect:S04302,2
Suspect:S04943,8
Phone:9399300652,6
Vehicle:TN65AB5821,6
Bank:AC55629449,6
Phone:9790569355,7
Vehicle:DL68AB3194,7
Bank:AC22563750,7
Suspect:S02617,14
Suspect:S03609,1
Phone:7564809949,1
Vehicle:DL33AB5571,1
Bank:AC73379945,1
Suspect:S03557,1
Phone:7759265264,4
Vehicle:KL13AB3832,4
Bank:AC20236711,4
Suspect:S00458,0
Phone:7413665007,0
Vehicle:DL20AB4948,0
Bank:AC35760684,0
Phone:9639151858,2
Vehicle:KA24AB1445,2
Bank:AC17851976,2
Phone:7995243301,5
Vehicle:MH48AB3430,5
Bank:AC74291216,5
Suspect:S01984,1
Suspect:S03365,6
Phone:8377560770,0
Vehicle:KA77AB1396,0
Bank:AC50912093,0
Phone:9602859093,0
Vehicle:MH10AB6459,0
Bank:AC28341704,0
Suspect:S04645,0
Suspect:S04913,7
Suspect:S02250,7
Suspect:S01495,8
Suspect:S03249,23
Phone:8999454573,23
Vehicle:MH54AB3804,23
Bank:AC56113991,23
Suspect:S03718,1
Phone:8979692415,1
Vehicle:KL47AB1943,1
Bank:AC58945246,1
Suspect:S04271,23
Phone:7233787344,5
Vehicle:KA67AB4878,5
Bank:AC19785926,5
Phone:9066356631,1
Vehicle:KL24AB9739,1
Bank:AC81933142,1
Suspect:S02173,24
Phone:9194211295,8
Vehicle:MH21AB4302,8
Bank:AC91553176,8
Suspect:S00979,2
Phone:8394378770,2
Vehicle:KA53AB8054,2
Bank:AC53412847,2
Phone:8952849519,4
Vehicle:TN33AB6309,4
Bank:AC97050454,4
Phone:8606148055,7
Vehicle:TN58AB3740,7
Bank:AC14531191,7
Suspect:S04312,4
Suspect:S01451,7
Phone:9572218650,1
Vehicle:KA75AB8872,1
Bank:AC85910136,1
Phone:8906143791,0
Vehicle:MH03AB8207,0
Bank:AC11190605,0
Phone:7655998939,8
Vehicle:KA80AB2578,8
